strategy,sharpe_p5,cagr_p5,mdd_p5,sharpe_p25,cagr_p25,mdd_p25,sharpe_p50,cagr_p50,mdd_p50,sharpe_p75,cagr_p75,mdd_p75,sharpe_p95,cagr_p95,mdd_p95
benchmark,0.32725902056361045,0.0418184291001288,-0.4947388450376577,0.5776993276752592,0.0869662918388926,-0.3884993849733356,0.7502121264356231,0.1189451274536536,-0.3258991568908713,0.9254226493313522,0.15153406467260772,-0.2747142804044068,1.1731120451431853,0.20084699757291263,-0.220496625974837
defensive_overlay,0.42220192234875065,0.03311483131877335,-0.2701382115409661,0.680554710572666,0.05610160053193741,-0.20026316374364955,0.8513703740430563,0.07144614235982849,-0.16567450181842514,1.024003840728041,0.08697805630191424,-0.1390621525415497,1.271063578615878,0.10967018384192088,-0.11025262957077527
bull_aware_overlay,0.4936337945942381,0.04427821406472875,-0.2865556973254304,0.74625380020345,0.07016343180166607,-0.2151205239528099,0.9200952185186257,0.08824541789167584,-0.18045397404641822,1.098814638668692,0.1066698789724772,-0.15138616980180772,1.3461022983964377,0.13256830500593525,-0.12140919490861647
regime_momentum,0.46463122792395206,0.04539035861618825,-0.32114068220900555,0.7197126252100607,0.0741966943399881,-0.2418612557443786,0.8934493528929232,0.09460092774434148,-0.20231234626126066,1.0724519272256872,0.11523118710326713,-0.17062255402298346,1.3199733860894258,0.14415443164806113,-0.13648578743413964
vol_managed,0.4738459730488373,0.04273549128320642,-0.2910248106567272,0.7293025651322822,0.06870365645175613,-0.21911384649538176,0.902952849749104,0.08679518747934067,-0.18366844860300735,1.0790830312101929,0.10529500708048573,-0.15439108976538085,1.3274669548826479,0.13141584831204853,-0.12397096685334547
