strategy,dsr,sr_annualized,sr_daily,sr_star_daily,sr_std,skewness,excess_kurtosis,n_obs,n_trials
benchmark,0.9599843084243055,0.7485770687495042,0.04715592288278307,0.019108392098917477,0.016022545881211853,-0.3841044169601036,14.246628033384486,4002,5
defensive_overlay,0.9830911968465064,0.849460999039322,0.0535110131406315,0.01925191945745215,0.01614289476642555,-0.5975864326447337,12.884734519274886,4002,5
bull_aware_overlay,0.9920455385431578,0.9211004147491828,0.05802387214154258,0.019202761076133983,0.01610167505437238,-0.5034997202204855,7.623490058653746,4002,5
regime_momentum,0.9890009114652785,0.8926823438443863,0.05623370194263087,0.019254695256381463,0.016145222296940504,-0.6301176941401025,7.486509822146805,4002,5
vol_managed,0.9903597010681646,0.9029675893773582,0.05688161151057091,0.019202744501674623,0.0161016611565502,-0.5682043537181212,4.172554263390162,4002,5
