date,benchmark_ret,overlay_ret,equity_weight,defensive_weight,transaction_cost,regime_label,regime_state,bull_aware_equity_weight,bull_aware_defensive_weight,bull_aware_transaction_cost,bull_aware_ret,regime_momentum_equity_weight,regime_momentum_defensive_weight,regime_momentum_transaction_cost,regime_momentum_ret,vol_managed_equity_weight,vol_managed_defensive_weight,vol_managed_transaction_cost,vol_managed_ret,bull_period
2023-12-01,0.005873724769035471,-0.000622473974280557,0.0,1.0,0.0005,stress,1,0.5077889379734181,0.49221106202658194,0.00011147913359371357,0.0028108502838717193,0.7077889379734181,0.29221106202658187,0.00011147913359371353,0.004010090032534925,0.6347361724667726,0.3652638275332274,0.000139348916992142,0.0035441813484097884,True
2023-12-04,-0.005408487734594569,-0.00590848773459457,1.0,0.0,0.0005,risk_on,1,1.0,0.0,0.00024610553101329094,-0.00565459326560786,1.0,0.0,0.00014610553101329093,-0.00555459326560786,1.0,0.0,0.0001826319137666137,-0.005591119648361183,True
2023-12-05,-0.0005689551794614278,7.886882832627861e-05,0.5,0.5,0.00025,transition,0,0.75,0.25,0.000125,-0.0002450431755675746,0.95,0.050000000000000044,2.500000000000002e-05,-0.0005041727786826572,0.9375,0.0625,3.125e-05,-0.00048797717848796454,True
2023-12-06,-0.0039061302598102365,-0.0004950379808871528,0.0,1.0,0.00025,stress,2,0.25,0.75,0.00025,-0.0014103110506179237,0.45,0.55,0.00024999999999999995,-0.0021425295064025403,0.3125,0.6875,0.0003125,-0.0017016293180506165,True
2023-12-07,0.007968188792220499,0.0007352941176470562,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.002543517786290417,0.45,0.55,0.0,0.0039900967212051055,0.3125,0.6875,0.0,0.002995573703451257,True
2023-12-08,0.004095438100658821,-0.0022042615723731895,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,-0.0006293366541151868,0.45,0.55,0.0,0.0006306032804912153,0.3125,0.6875,0.0,-0.00023560542455068612,True
2023-12-11,0.003924532563629679,0.0002454590083456054,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.0011652273971666238,0.45,0.55,0.0,0.0019010421082234386,0.3125,0.6875,0.0,0.0013951694943718784,True
2023-12-12,0.004599302532861449,0.00012269938650311119,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.0012418501730926956,0.45,0.55,0.0,0.002137170802364363,0.3125,0.6875,0.0,0.0015216378697400917,True
2023-12-13,0.013650752632599072,0.0050300576616366666,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.007185231404377268,0.45,0.55,0.0,0.00890937039856975,0.3125,0.6875,0.0,0.007724024840062418,True
2023-12-14,0.002647070695482867,-0.00146484375,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,-0.0004368651386292832,0.45,0.55,0.0,0.00038551775046729013,0.3125,0.6875,0.0,-0.00017987048578660403,True
2023-12-15,-7.627845875146644e-05,-0.0011002444987775473,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,-0.0008442529887710271,0.45,0.55,0.0,-0.0006394597807658109,0.3125,0.6875,0.0,-0.000780255111269397,True
2023-12-18,0.00452831947855481,-0.0001223840411209709,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.0010402918387979743,0.45,0.55,0.0,0.0019704325427331304,0.3125,0.6875,0.0,0.0013309608087777106,True
2023-12-19,0.005866395531329616,0.0003671970624234966,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.0017419966796500264,0.45,0.55,0.0,0.0028418363734312503,0.3125,0.6875,0.0,0.002085696583956659,True
2023-12-20,-0.014684263175886003,0.0013458950201883368,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,-0.002661644528830248,0.45,0.55,0.0,-0.0058676761680451165,0.3125,0.6875,0.0,-0.0036635294160848944,True
2023-12-21,0.01030148882054327,0.0009775171065493637,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.0033085100350478402,0.45,0.55,0.0,0.005173304377846621,0.3125,0.6875,0.0,0.0038912582671724594,True
2023-12-22,0.0016600832148312428,0.0003662109375,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.0006896790068328107,0.45,0.55,0.0,0.0009484534622990593,0.3125,0.6875,0.0,0.0007705460241660134,True
2023-12-26,0.0042316647141837915,-0.00048810250152542256,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.000691839302401881,0.45,0.55,0.0,0.0016357927455437238,0.3125,0.6875,0.0,0.0009868247533837068,True
2023-12-27,0.001430441384365766,0.001220852154804053,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,0.0012732494621944812,0.45,0.55,0.0,0.0013151673081068238,0.3125,0.6875,0.0,0.0012863487890420883,True
2023-12-28,0.0003701705294067992,-0.00012193634922574859,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,1.0903704323883545e-06,0.45,0.55,0.0,9.95117461588979e-05,0.3125,0.6875,0.0,3.184705034692259e-05,True
2023-12-29,-0.0028264709879060046,0.0004878048780487809,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,-0.00034076408843991546,0.45,0.55,0.0,-0.0010036192616308726,0.3125,0.6875,0.0,-0.0005479063300620896,True
2024-01-02,-0.0056605790982068305,-0.0012189176011702108,0.0,1.0,0.0,stress,2,0.25,0.75,0.0,-0.0023293329754293657,0.45,0.55,0.0,-0.0032176652748366896,0.3125,0.6875,0.0,-0.0026069368189941544,True
2024-01-03,-0.008016310936719062,0.00024408103490358712,0.0,1.0,0.0,stress,1,0.25,0.75,0.0,-0.0018210169580020752,0.45,0.55,0.0,-0.0034730953523266052,0.3125,0.6875,0.0,-0.0023372914562284908,True
2024-01-04,-0.003428406248073834,-0.002269229966399028,0.5,0.5,0.00025,transition,2,0.75,0.25,0.00025,-0.002973818107236431,0.95,0.050000000000000044,0.00024999999999999995,-0.0035374886199063533,0.9375,0.0625,0.0003125,-0.0035647592128644832,True
2024-01-05,0.001825673750394552,0.0007907516597168707,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.0013082127050557113,0.95,0.050000000000000044,0.0,0.0017221815413267837,0.9375,0.0625,0.0,0.0016963084890598418,True
2024-01-08,0.014114671594383177,0.007484738410453273,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.010799705002418225,0.95,0.050000000000000044,0.0,0.013451678275990185,0.9375,0.0625,0.0,0.013285929946391939,True
2024-01-09,-0.001477892491718369,-0.0006169355089142292,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,-0.001047414000316299,0.95,0.050000000000000044,0.0,-0.001391796793437955,0.9375,0.0625,0.0,-0.0013702728688678514,True
2024-01-10,0.005665930831493693,0.0028329654157468465,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.00424944812362027,0.95,0.050000000000000044,0.0,0.005382634289919008,0.9375,0.0625,0.0,0.005311810154525337,True
2024-01-11,-0.000671063771963798,0.0008232873382191253,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,7.611178312766365e-05,0.95,0.050000000000000044,0.0,-0.0005216286609455056,0.9375,0.0625,0.0,-0.00048426988319093256,True
2024-01-12,0.0007510083175741311,0.0014099449522639862,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.0010804766349190587,0.95,0.050000000000000044,0.0,0.0008169019810431166,0.9375,0.0625,0.0,0.000833375396910363,True
2024-01-15,0.0,0.0,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.0,0.95,0.050000000000000044,0.0,0.0,0.9375,0.0625,0.0,0.0,True
2024-01-16,-0.0037313198838587747,-0.0026550697063210116,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,-0.003193194795089893,0.95,0.050000000000000044,0.0,-0.0036236948661049983,0.9375,0.0625,0.0,-0.0035967886116665543,True
2024-01-17,-0.0056168930629166836,-0.0037815641570513314,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,-0.0046992286099840075,0.95,0.050000000000000044,0.0,-0.005433360172330148,0.9375,0.0625,0.0,-0.0053874769496835145,True
2024-01-18,0.00880526501252299,0.004646386314914763,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.006725825663718876,0.95,0.050000000000000044,0.0,0.008389377142762167,0.9375,0.0625,0.0,0.008285405175321961,True
2024-01-19,0.012313478102632613,0.005791286499239323,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.009052382300935968,0.95,0.050000000000000044,0.0,0.011661258942293284,0.9375,0.0625,0.0,0.011498204152208452,True
2024-01-22,0.002194301015948863,0.001340963747033297,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.00176763238149108,0.95,0.050000000000000044,0.0,0.002108967289057306,0.9375,0.0625,0.0,0.002087633857334417,True
2024-01-23,0.0029213904746590025,0.0013997716355262368,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.0021605810550926197,0.95,0.050000000000000044,0.0,0.0027692285907457257,0.9375,0.0625,0.0,0.0027311881197674068,True
2024-01-24,0.0008119886527155895,0.00016227022204384767,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.0004871294373797186,0.95,0.050000000000000044,0.0,0.0007470168096484152,0.9375,0.0625,0.0,0.0007307738488816218,True
2024-01-25,0.005260293105750158,0.003544557672114368,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.004402425388932263,0.95,0.050000000000000044,0.0,0.0050887195623865785,0.9375,0.0625,0.0,0.005045826176545684,True
2024-01-26,-0.0006517972440622799,-0.0006301459142302179,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,-0.0006409715791462489,0.95,0.050000000000000044,0.0,-0.0006496321110790737,0.9375,0.0625,0.0,-0.0006490908278332722,True
2024-01-29,0.007556783214781593,0.004265483667790226,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.0059111334412859096,0.95,0.050000000000000044,0.0,0.007227653260082456,0.9375,0.0625,0.0,0.007145370771407672,True
2024-01-30,-0.000600657882721567,-0.000604465194402104,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,-0.0006025615385618355,0.95,0.050000000000000044,0.0,-0.0006010386138896207,0.9375,0.0625,0.0,-0.0006011337966816341,True
2024-01-31,-0.01610568186202166,-0.007139876840931703,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,-0.01162277935147668,0.95,0.050000000000000044,0.0,-0.015209101359912663,0.9375,0.0625,0.0,-0.014984956234385415,True
2024-02-01,0.012493679898465615,0.005517799852027494,0.5,0.5,0.0,transition,2,0.75,0.25,0.0,0.009005739875246555,0.95,0.050000000000000044,0.0,0.011796091893821801,0.9375,0.0625,0.0,0.01162169489266085,True
2024-02-02,0.01068446187367389,-0.003413786809442737,0.0,1.0,0.00025,stress,1,0.25,0.75,0.00025,4.827536133641974e-05,0.45,0.55,0.00024999999999999995,0.0028179250979597456,0.3125,0.6875,0.0003125,0.0008512909040312088,True
2024-02-05,-0.00318637682737688,-0.0028197509136884402,0.5,0.5,0.00025,transition,0,0.7499999987255431,0.2500000012744569,0.00024999999936277156,-0.0031280638683237054,0.9499999987255432,0.05000000127445681,0.0002499999993627716,-0.0033747142337990817,0.9374999984069289,0.06250000159307112,0.0003124999992034644,-0.0034217985854046317,True
2024-02-06,0.002310426660138587,0.001950223114805083,0.5,0.5,0.0,transition,0,0.75,0.25,6.37228436684012e-13,0.0021303248868346065,0.95,0.050000000000000044,6.372283811728607e-13,0.0022744063049680084,0.9375,0.0625,7.965355597328028e-13,0.0022654012161753634,True
2024-02-07,0.008241442161546875,0.003937548532232715,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.006089495346889795,0.95,0.050000000000000044,0.0,0.007811052798615459,0.9375,0.0625,0.0,0.007703455457882605,True
2024-02-08,0.0005705637169521882,0.00016312207347735086,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.00036684289521476954,0.95,0.050000000000000044,0.0,0.0005298195526047045,0.9375,0.0625,0.0,0.0005196335115178335,True
2024-02-09,0.005742400323335062,0.002687915704189525,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.0042151580137622935,0.95,0.050000000000000044,0.0,0.0054369518614205085,0.9375,0.0625,0.0,0.00536058974594187,True
2024-02-12,-0.0009489496897510108,-0.0004133576220421986,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,-0.0006811536558966047,0.95,0.050000000000000044,0.0,-0.0008953904829801296,0.9375,0.0625,0.0,-0.0008820006812874093,True
2024-02-13,-0.013674270785210219,-0.008425988973636611,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,-0.011050129879423415,0.95,0.050000000000000044,0.0,-0.013149442604052857,0.9375,0.0625,0.0,-0.013018235558763518,True
2024-02-14,0.00957972369210025,0.005525516578762213,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.007552620135431232,0.95,0.050000000000000044,0.0,0.009174302980766446,0.9375,0.0625,0.0,0.009072947802932996,True
2024-02-15,0.0058212781615079034,0.0034003550454944076,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.0046108166035011555,0.95,0.050000000000000044,0.0,0.0055791858499065535,0.9375,0.0625,0.0,0.0055186627720062165,True
2024-02-16,-0.004803438753173572,-0.0030132653648451413,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,-0.003908352059009357,0.95,0.050000000000000044,0.0,-0.0046244214143407285,0.9375,0.0625,0.0,-0.004579667079632518,True
2024-02-19,0.0,0.0,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.0,0.95,0.050000000000000044,0.0,0.0,0.9375,0.0625,0.0,0.0,True
2024-02-20,-0.006005310084565729,-0.0026965076016754463,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,-0.004350908843120588,0.95,0.050000000000000044,0.0,-0.005674429836276701,0.9375,0.0625,0.0,-0.005591709774204444,True
2024-02-21,0.0012641920124771833,0.00020375186231502695,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.0007339719373961051,0.95,0.050000000000000044,0.0,0.0011581479974609676,0.9375,0.0625,0.0,0.0011316369937069137,True
2024-02-22,0.021122887309807714,0.010500199166907753,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.015811543238357734,0.95,0.050000000000000044,0.0,0.020060618495517716,0.9375,0.0625,0.0,0.01979505129194522,True
2024-02-23,0.00034794369209545373,0.00041897980880656327,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.0003834617504510085,0.95,0.050000000000000044,0.0,0.0003550473037665647,0.8661987680391415,0.13380123196085847,3.5650615980429234e-05,0.0003313025159743481,True
2024-02-26,-0.0037867473667663187,-0.002260705629018034,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,-0.0030237264978921763,0.95,0.050000000000000044,0.0,-0.0036341431929914902,0.8674867898453562,0.1325132101546438,6.440109031073394e-07,-0.0033829499986714334,True
2024-02-27,0.0017062725735916828,0.0008531362867958414,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.0012797044301937621,0.95,0.050000000000000044,0.0,0.0016209589449120987,0.8684983524979139,0.13150164750208615,5.057813262788202e-07,0.0014813891377504732,True
2024-02-28,-0.0016580743494716277,-0.000338901161992311,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,-0.0009984877557319694,0.95,0.050000000000000044,0.0,-0.001526157030723696,0.869835268284039,0.130164731715961,6.684578930625795e-07,-0.0013153231592944214,True
2024-02-29,0.005229044372909275,0.0029205571968597965,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.004074800784884536,0.95,0.050000000000000044,0.0,0.004998195655304327,0.9375,0.0625,3.38323658579805e-05,0.00490665111004511,True
2024-03-01,0.008007817482197588,0.0035145522448913336,0.5,0.5,0.0,transition,0,0.75,0.25,0.0,0.005761184863544461,0.95,0.050000000000000044,0.0,0.007558490958466962,0.9375,0.0625,0.0,0.007446159327534306,True
2024-03-04,-0.0011932849011501157,-0.0012296718099436275,0.0,1.0,0.00025,stress,2,0.25,0.75,0.00025,-0.0012830750827452495,0.45,0.55,0.00024999999999999995,-0.0013257977009865473,0.3125,0.6875,0.0003125,-0.001358925900945655,True
2024-03-05,-0.010193044173106403,-0.010693044173106403,1.0,0.0,0.0005,risk_on,0,0.9990775037876344,0.00092249621236562,0.0003745387518938172,-0.01055750140802731,1.0,0.0,0.000275,-0.010468044173106402,1.0,0.0,0.00034375,-0.010536794173106403,True
2024-03-06,0.005141130024711504,0.005141130024711504,1.0,0.0,0.0,risk_on,0,0.9999836765875951,1.6323412404872784e-05,4.5308639998037356e-07,0.005140597016402044,1.0,0.0,0.0,0.005141130024711504,1.0,0.0,0.0,0.005141130024711504,True
2024-03-07,0.010304108322428451,0.010304108322428451,1.0,0.0,0.0,risk_on,0,0.9999980217035066,1.978296493398979e-06,7.1725579557369025e-09,0.010304083187890768,1.0,0.0,0.0,0.010304108322428451,1.0,0.0,0.0,0.010304108322428451,True
2024-03-08,-0.00652853397862474,-0.00652853397862474,1.0,0.0,0.0,risk_on,0,0.9999946550443858,5.344955614217106e-06,1.6833295604090637e-09,-0.006528498152281028,1.0,0.0,0.0,-0.00652853397862474,1.0,0.0,0.0,-0.00652853397862474,True
2024-03-11,-0.001122238074512727,-0.001122238074512727,1.0,0.0,0.0,risk_on,0,0.999991933198901,8.066801098993714e-06,1.3609227423883042e-09,-0.0011222372856946614,1.0,0.0,0.0,-0.001122238074512727,1.0,0.0,0.0,-0.001122238074512727,True
2024-03-12,0.011201772588189884,0.011201772588189884,1.0,0.0,0.0,risk_on,0,0.9999533331545254,4.6666845474607754e-05,1.930002218780702e-08,0.011201184857740968,1.0,0.0,0.0,0.011201772588189884,1.0,0.0,0.0,0.011201772588189884,True
2024-03-13,-0.001924537270519222,-0.001924537270519222,1.0,0.0,0.0,risk_on,0,0.999998299193529,1.7008064709944648e-06,2.2483019501806643e-08,-0.0019245573134913925,1.0,0.0,0.0,-0.001924537270519222,1.0,0.0,0.0,-0.001924537270519222,True
2024-03-14,-0.002871076469757039,-0.002871076469757039,1.0,0.0,0.0,risk_on,0,0.9999999230029929,7.699700710350754e-08,8.119047319454786e-10,-0.002871077126640736,1.0,0.0,0.0,-0.002871076469757039,1.0,0.0,0.0,-0.002871076469757039,True
2024-03-15,-0.006482890915021411,-0.006482890915021411,1.0,0.0,0.0,risk_on,0,0.9999996680519386,3.3194806137171184e-07,1.2747552713410215e-10,-0.006482889094063083,1.0,0.0,0.0,-0.006482890915021411,1.0,0.0,0.0,-0.006482890915021411,True
2024-03-18,0.006318044044564486,0.006318044044564486,1.0,0.0,0.0,risk_on,0,0.9999997239223312,2.760776688370825e-07,2.7935196267314664e-11,0.006318042306237135,1.0,0.0,0.0,0.006318044044564486,1.0,0.0,0.0,0.006318044044564486,True
2024-03-19,0.005649179907640134,0.005649179907640134,1.0,0.0,0.0,risk_on,0,0.9999993555668971,6.444331028809813e-07,1.8417771702194942e-10,0.005649176636444704,1.0,0.0,0.0,0.005649179907640134,1.0,0.0,0.0,0.005649179907640134,True
2024-03-20,0.008904105621114988,0.008904105621114988,1.0,0.0,0.0,risk_on,0,0.9999999251050229,7.489497710899684e-08,2.8476906288599225e-10,0.008904104788835,1.0,0.0,0.0,0.008904105621114988,1.0,0.0,0.0,0.008904105621114988,True
2024-03-21,0.0032365990253835353,0.0032365990253835353,1.0,0.0,0.0,risk_on,0,0.9999999591694835,4.083051652337133e-08,1.7032230292812757e-11,0.0032365988761992952,1.0,0.0,0.0,0.0032365990253835353,1.0,0.0,0.0,0.0032365990253835353,True
2024-03-22,-0.0014022623165372838,-0.0014022623165372838,1.0,0.0,0.0,risk_on,0,0.9999999653733739,3.462662612196965e-08,3.10194520070084e-12,-0.0014022622456540254,1.0,0.0,0.0,-0.0014022623165372838,1.0,0.0,0.0,-0.0014022623165372838,True
2024-03-25,-0.0030549197773100945,-0.0030549197773100945,1.0,0.0,0.0,risk_on,0,0.9999999591271692,4.0872830786575776e-08,3.1231023323030625e-12,-0.0030549196755664705,1.0,0.0,0.0,-0.0030549197773100945,1.0,0.0,0.0,-0.0030549197773100945,True
2024-03-26,-0.0027998213940082506,-0.0027998213940082506,1.0,0.0,0.0,risk_on,0,0.9999999647666056,3.5233394424238895e-08,2.8197181811684403e-12,-0.002799821289557802,1.0,0.0,0.0,-0.0027998213940082506,1.0,0.0,0.0,-0.0027998213940082506,True
2024-03-27,0.008630596627706266,0.008630596627706266,1.0,0.0,0.0,risk_on,0,0.999999977820953,2.217904704338025e-08,6.527173690429322e-12,0.008630596454180971,1.0,0.0,0.0,0.008630596627706266,1.0,0.0,0.0,0.008630596627706266,True
2024-03-28,0.001116511606195525,0.001116511606195525,1.0,0.0,0.0,risk_on,0,0.9999999826732642,1.7326735823885997e-08,2.426155609747127e-12,0.0011165115738368363,1.0,0.0,0.0,0.001116511606195525,1.0,0.0,0.0,0.001116511606195525,True
2024-03-29,0.0,0.0,1.0,0.0,0.0,risk_on,0,0.9999999908197262,9.180273763398361e-09,4.073231030243818e-12,-4.073231030243818e-12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
2024-04-01,-0.0020135697089078697,-0.0020135697089078697,1.0,0.0,0.0,risk_on,0,0.9999987479958476,1.2520041523522707e-06,6.214119392944361e-10,-0.002013574545465814,1.0,0.0,0.0,-0.0020135697089078697,1.0,0.0,0.0,-0.0020135697089078697,True
2024-04-02,-0.00723906654944817,-0.0036236517895999187,0.5,0.5,0.00025,transition,1,0.75,0.25,0.00012499937399792382,-0.005431358543521968,0.95,0.050000000000000044,2.500000000000002e-05,-0.006877525073463345,0.9375,0.0625,3.125e-05,-0.0067871397044671385,True
2024-04-03,0.0010910886106099138,0.0004872818874415987,0.0,1.0,0.00025,stress,0,0.2500014698256808,0.7499985301743193,0.00024999926508715957,0.0005757348231807257,0.4500014698256808,0.5499985301743192,0.00024999926508715957,0.0006464961678143887,0.31250183728210096,0.6874981627178991,0.00031249908135894957,0.0005353480571155073,True
2024-04-04,-0.012334284436888443,-0.005925983082884362,0.5,0.5,0.00025,transition,1,0.7494992762852566,0.2505007237147434,0.0002497489032297879,-0.009248214724340472,0.9494992762852565,0.050500723714743456,0.0002497489032297879,-0.011911535265942104,0.9368740953565707,0.06312590464342926,0.00031218612903723483,-0.011805847973205523,True
2024-04-05,0.011099216857287653,-0.001844700686947892,0.0,1.0,0.00025,stress,0,0.2504919776405048,0.7495080223594952,0.0002495036493223759,0.0013355201733907937,0.4504919776405048,0.5495080223594953,0.00024950364932237586,0.003874303682237903,0.313114972050631,0.686885027949369,0.0003118795616529699,0.0020680753884754653,True
2024-04-08,-0.00037468728023148934,-0.0009288045075441507,0.5,0.5,0.00025,transition,1,0.7491810575596197,0.2508189424403803,0.00024934453995955746,-0.0007765885428559717,0.9491810575596198,0.05081894244038021,0.00024934453995955746,-0.0006549416519309071,0.9364763219495247,0.06352367805047532,0.00031168067494944686,-0.0007250052448557617,True
2024-04-09,0.0014454894769517779,0.0007338888205633278,0.0,1.0,0.00025,stress,0,0.2507838706477071,0.749216129352293,0.0002491985934559563,0.0008504522264099894,0.4507838706477071,0.5492161293522929,0.00024919859345595637,0.0009427723576876791,0.31347983830963383,0.6865201616903662,0.0003114982418199455,0.0008170930778716545,True
2024-04-10,-0.009456977183866844,-0.007005764670075715,0.5,0.5,0.00025,transition,1,0.7489149774048547,0.2510850225951453,0.0002490655533785738,-0.008349574727126347,0.9489149774048546,0.05108502259514536,0.0002490655533785738,-0.009430059732642798,0.9361437217560684,0.06385627824393159,0.0003113319417232173,-0.009423330369836787,True
2024-04-11,0.007444813046443954,0.0009836540833950416,0.0,1.0,0.00025,stress,0,0.25105640469102547,0.7489435953089745,0.00024892928635691464,0.0025440760352656248,0.4510564046910255,0.5489435953089745,0.0002489292863569146,0.0037863078278754076,0.31382050586378185,0.6861794941362181,0.00031116160794614325,0.002871681523233271,True
2024-04-12,-0.014550707243232486,-0.007217320107569952,0.5,0.5,0.00025,transition,1,0.7462761698153229,0.25372383018467715,0.0002476098825621487,-0.010950145066127624,0.9462761698153228,0.05372383018467719,0.00024760988256214867,-0.013983499920392637,0.9328452122691535,0.06715478773084649,0.0003095123532026858,-0.013841698089682672,True
2024-04-15,-0.012021290507689297,-0.0006194126339118808,0.0,1.0,0.00025,stress,0,0.25371038613592245,0.7462896138640776,0.0002462828918397002,-0.00357189796031626,0.45371038613592246,0.5462896138640776,0.00024628289183970014,-0.005902273535071743,0.31713798266990306,0.682862017330097,0.00030785361479962524,-0.004372519291917356,True
2024-04-16,-0.002056572537150636,-0.0015862438936062038,0.5,0.5,0.00025,transition,1,0.7453749218323169,0.2546250781676831,0.0002458322678481972,-0.001935577330660989,0.9453749218323169,0.05462507816768314,0.0002458322678481972,-0.0022237087880787616,0.9317186522903962,0.06828134770960381,0.00030729033481024663,-0.002265492850810794,True
2024-04-17,-0.005780564238499708,0.0004895538025392057,0.0,1.0,0.00025,stress,0,0.25437230932075744,0.7456276906792425,0.0002455013062557797,-0.0011644849868595757,0.45437230932075745,0.5456276906792425,0.0002455013062557797,-0.0024685085950673586,0.3179653866509468,0.6820346133490531,0.00030687663281972466,-0.0016404946842092714,True
2024-04-18,-0.0022081912146246774,-0.0016004313629472131,0.5,0.5,0.00025,transition,1,0.7452359537183885,0.25476404628161153,0.00024543182219881554,-0.0020165702957209617,0.9452359537183885,0.05476404628161147,0.00024543182219881554,-0.0023596742363919472,0.9315449421479856,0.06845505785201444,0.00030678977774851936,-0.002397544991833764,True
2024-04-19,-0.00875852104918673,-3.5428219348485664e-06,0.0,1.0,0.00025,stress,0,0.25470982775656204,0.745290172243438,0.0002452630629809132,-0.00229246233813068,0.45470982775656205,0.545290172243438,0.00024526306298091325,-0.004093457983581055,0.31838728469570254,0.6816127153042975,0.0003065788287261415,-0.0029271922171796375,True
2024-04-22,0.008731224445012842,0.004362008674397483,0.5,0.5,0.00025,transition,1,0.744009317302966,0.25599068269703396,0.00024464974477320204,0.006377612985647211,0.944009317302966,0.055990682697034,0.000244649744773202,0.008025299293893354,0.9300116466287076,0.06998835337129239,0.00030581218096650256,0.007848818006113482,True
2024-04-23,0.01196463497385536,0.0006119628124615364,0.0,1.0,0.00025,stress,0,0.25594934141570064,0.7440506585842994,0.00024402998794363268,0.0034596544521810864,0.45594934141570065,0.5440506585842994,0.00024402998794363268,0.005680188884459851,0.3199366767696258,0.6800633232303742,0.00030503748492954094,0.004109077362110973,True
2024-04-24,0.0002129946455513565,-0.0003280499213188235,0.5,0.5,0.00025,transition,1,0.7431623929828722,0.25683760701712777,0.0002436065257835858,-0.00018011426041277619,0.9431623929828723,0.0568376070171277,0.0002436065257835858,-6.369643366470418e-05,0.9289529912285903,0.07104700877140968,0.0003045081572294823,-0.00013286920346871942,True
2024-04-25,-0.004576437949929346,-0.0009884615384615767,0.0,1.0,0.00025,stress,0,0.2567734049639521,0.7432265950360479,0.00024319449400946004,-0.001967146303814946,0.45677340496395213,0.5432265950360479,0.0002431944940094601,-0.0027347415861085,0.32096675620494014,0.6790332437950599,0.0003039931175118251,-0.0022743174951532883,True
2024-04-26,0.010209134739185721,0.00497773524741027,0.5,0.5,0.00025,transition,1,0.7410561308823874,0.2589438691176126,0.00024214136295921764,0.007387187660184815,0.9410561308823875,0.05894386911761251,0.0002421413629592177,0.009379747456894997,0.9263201636029843,0.0736798363970157,0.0003026767036990221,0.009172400636322313,True
2024-04-29,0.003178456301617949,0.00024255017854954452,0.0,1.0,0.00025,stress,0,0.2588520652623946,0.7411479347376053,0.00024110203280999637,0.0009467004927967161,0.45885206526239464,0.5411479347376054,0.00024110203280999643,0.001483881717410397,0.3206857765669365,0.6793142234330636,0.00030281719351802396,0.0010510648758936016,True
2024-04-30,-0.015730517164206925,-0.008730643197488036,0.5,0.5,0.00025,transition,1,0.7402780564226037,0.2597219435773963,0.00024071299558010452,-0.012205327445132235,0.9402780564226036,0.05972194357739635,0.0002407129955801045,-0.01510527703181979,0.9099610130329411,0.09003898696705892,0.00029463761823300227,-0.014719612167235482,True
