rule,n_days_in_bull,pct_time_in_bull,benchmark_return,defensive_overlay_return,bull_aware_overlay_return,regime_momentum_return,vol_managed_return
60d_return>0 AND price>200d_MA,2889,72.2,18.980120620620593,4.070129047665006,6.775138969833038,9.301713191588613,7.3650716015862425
